capitulo,titulo_capitulo,articulo,texto
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"1. Toda persona tiene derecho a la salud y al bienestar integral, incluyendo sus dimensiones física y mental."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"2. Los pueblos y naciones indígenas tienen derecho a sus propias medicinas tradicionales, a mantener sus prácticas de salud y a conservar los componentes naturales que las sustentan."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"3. El Estado debe proveer las condiciones necesarias para alcanzar el más alto nivel posible de la salud, considerando en todas sus decisiones el impacto de las determinantes sociales y ambientales sobre la salud de la población."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"4. Corresponde exclusivamente al Estado la función de rectoría del sistema de salud, incluyendo la regulación, supervisión y fiscalización de las instituciones públicas y privadas."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"5. El Sistema Nacional de Salud es de carácter universal, público e integrado. Se rige por los principios de equidad, solidaridad, interculturalidad, pertinencia territorial, desconcentración, eficacia, calidad, oportunidad, enfoque de género, progresividad y no discriminación."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"6. Asimismo, reconoce, protege e integra las prácticas y conocimientos de los pueblos y naciones indígenas, así como a quienes las imparten, conforme a esta Constitución y la ley."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,7. El Sistema Nacional de Salud podrá estar integrado por prestadores públicos y privados. La ley determinará los requisitos y procedimientos para que prestadores privados puedan integrarse a este Sistema.
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,8. Es deber del Estado velar por el fortalecimiento y desarrollo de las instituciones públicas de salud.
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"9. El Sistema Nacional de Salud es financiado a través de las rentas generales de la nación. Adicionalmente, la ley podrá establecer cotizaciones obligatorias a empleadoras, empleadores, trabajadoras y trabajadores con el solo objeto de aportar solidariamente al financiamiento de este sistema. La ley determinará el órgano público encargado de la administración del conjunto de los fondos de este sistema."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,"10. El Sistema Nacional de Salud incorpora acciones de promoción, prevención, diagnóstico, tratamiento, habilitación, rehabilitación e inclusión. La atención primaria constituye la base de este sistema y se promueve la participación de las comunidades en las políticas de salud y las condiciones para su ejercicio efectivo."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 44,11. El Estado generará políticas y programas de salud mental destinados a la atención y prevención con enfoque comunitario y aumentará progresivamente su financiamiento.
Capítulo II,Derechos Fundamentales y Garantías,Artículo 45,"1. Toda persona tiene derecho a la seguridad social, fundada en los principios de universalidad, solidaridad, integralidad, unidad, igualdad, suficiencia, participación, sostenibilidad y oportunidad."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 45,"2. La ley establecerá un sistema de seguridad social público, que otorgue protección en caso de enfermedad, vejez, discapacidad, supervivencia, maternidad y paternidad, desempleo, accidentes del trabajo y enfermedades profesionales, y en las demás contingencias sociales de falta o disminución de medios de subsistencia o de capacidad para el trabajo. En particular, asegurará la cobertura de prestaciones a quienes ejerzan trabajos domésticos y de cuidados."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 45,"3. El Estado define la política de seguridad social. Esta se financiará por trabajadoras, trabajadores, empleadoras y empleadores, a través de cotizaciones obligatorias y rentas generales de la nación. Los recursos con que se financie la seguridad social no podrán ser destinados a fines distintos que el pago de los beneficios que establezca el sistema."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 45,"4. Las organizaciones sindicales y de empleadores tienen derecho a participar en la dirección del sistema de seguridad social, en las formas que señale la ley."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"1. Toda persona tiene derecho al trabajo y a su libre elección. El Estado garantiza el trabajo decente y su protección. Este comprende el derecho a condiciones laborales equitativas, a la salud y seguridad en el trabajo, al descanso, al disfrute del tiempo libre, a la desconexión digital, a la garantía de indemnidad y al pleno respeto de los derechos fundamentales en el contexto del trabajo."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"2. Las trabajadoras y los trabajadores tienen derecho a una remuneración equitativa, justa y suficiente, que asegure su sustento y el de sus familias. Además, tienen derecho a igual remuneración por trabajo de igual valor."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"3. Se prohíbe cualquier discriminación laboral, el despido arbitrario y toda distinción que no se base en las competencias laborales o idoneidad personal."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"4. El Estado generará políticas públicas que permitan conciliar la vida laboral, familiar y comunitaria y el trabajo de cuidados."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"5. El Estado garantiza el respeto a los derechos reproductivos de las personas trabajadoras, eliminando riesgos que afecten la salud reproductiva y resguardando los derechos de la maternidad y paternidad."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"6. En el ámbito rural y agrícola, el Estado garantiza condiciones justas y dignas en el trabajo de temporada, resguardando el ejercicio de los derechos laborales y de seguridad social."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"7. Se reconoce la función social del trabajo. Un órgano autónomo debe fiscalizar y asegurar la protección eficaz de trabajadoras, trabajadores y organizaciones sindicales."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 46,"8. Se prohíbe toda forma de precarización laboral, así como el trabajo forzoso, humillante o denigrante."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,"1. Las trabajadoras y los trabajadores, tanto del sector público como del privado, tienen derecho a la libertad sindical. Este comprende el derecho a la sindicalización, a la negociación colectiva y a la huelga."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,"2. Las organizaciones sindicales son titulares exclusivas del derecho a la negociación colectiva, en tanto únicas representantes de trabajadoras y trabajadores ante el o los empleadores."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,"3. El derecho de sindicalización comprende la facultad de constituir las organizaciones sindicales que estimen conveniente, en cualquier nivel, de carácter nacional e internacional, de afiliarse y desafiliarse de ellas, de darse su propia normativa, de trazar sus propios fines y de realizar su actividad sin intervención de terceros."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,4. Las organizaciones sindicales gozan de personalidad jurídica por el solo hecho de registrar sus estatutos en la forma que señale la ley.
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,"5. Se asegura el derecho a la negociación colectiva. Corresponde a las trabajadoras y los trabajadores elegir el nivel en que se desarrollará dicha negociación, incluyendo la negociación ramal, sectorial y territorial. Las únicas limitaciones a las materias susceptibles de negociación serán aquellas concernientes a los mínimos irrenunciables fijados por la ley a favor de trabajadoras y trabajadores."
Capítulo II,Derechos Fundamentales y Garantías,Artículo 47,"6. La Constitución garantiza el derecho a huelga de trabajadoras, trabajadores y organizaciones sindicales. Las organizaciones sindicales decidirán el ámbito de intereses que se defenderán a través de ella, los que no podrán ser limitados por la ley."
